letra,clanae,sector,dpe,dígitos,sector
G,,,52400,5,Venta al por menor de artículos usados excluidos automotores y motocicletas
G,,,525,3,Venta al por menor no realizada en establecimientos
G,,,5259,4,Venta al por menor no realizada en establecimientos  n.c.p.
G,,,52590,5,Venta al por menor no realizada en establecimientos  n.c.p.
G,,,526,3,Reparación de efectos personales y enseres domésticos
G,,,5260,4,Reparación de efectos personales y enseres domésticos
G,,,52600,5,Reparación de efectos personales y enseres domésticos
H,H,H,H,Letra,SERVICIOS DE HOTELERIA Y RESTAURANTES
H,,,55,2,Servicios de Hoteleria y Restaurantes
H,,,551,3,"Servicios de alojamiento en hoteles, campamentos y otros tipos de hospedaje temporal"
H,,,5511,4,Servicios de alojamiento en camping
H,,,55110,5,Servicios de alojamiento en camping
H,,,5512,4,Servicios de alojamiento excepto en camping
H,,,55121,5,Servicios de alojamiento por hora
H,,,55122,5,"Servicios de alojamiento en hoteles, pensiones y otras residencias de alojamiento temporal, excepto por  hora"
H,,,552,3,Servicios de expendio de comidas y bebidas
H,,,5521,4,"Servicios de expendio de comidas y bebidas en restaurantes, bares y otros establecimientos con servicio de mesa y/o en mostrador"
H,,,55211,5,"Servicios de expendio de comidas y bebidas en restaurantes, bares y otros establecimientos con servicio de mesa y/o en mostrador excepto en heladerías"
H,,,55212,5,Servicios de expendio de helados
H,,,5522,4,Preparación y venta de comidas para llevar
H,,,55221,5,Provisión de comidas preparadas para empresas
H,,,55229,5,Preparación y venta de comidas para llevar n.c.p.
I,I,,I,Letra,"SERVICIO DE TRANSPORTE, DE ALMACENAMIENTO Y DE COMUNICACIONES"
I,60,,60,2,Servicio de Transporte Terrestre
I,601,,601,3,Servicio de transporte ferroviario.
I,601.1,,601.1,5,Servicio de transporte ferroviario de cargas.
I,601.10,,601.10,5,Servicio de transporte ferroviario de cargas.
I,601.2,,601.2,5,Servicio de transporte ferroviario de pasajeros.
I,601.21,,601.21,3,Servicio de transporte ferroviario urbano y suburbano de pasajeros.
I,601.22,,601.22,4,Servicio de transporte ferroviario interurbano de pasajeros.
I,602,,602,5,Servicio de transporte automotor.
I,602.1,,602.1,5,Servicio de transporte automotor de cargas.
I,602.11,,602.11,5,Servicios de mudanza.
I,602.12,,602.12,5,"Servicios de transporte de mercaderías a granel, incluido el transporte por camión cisterna."
I,602.13,,602.13,3,Servicios de transporte de animales.
I,602.18,,602.18,2,Servicio de transporte urbano de carga n.c.p.
I,602.19,,602.19,2,Servicio de transporte automotor de cargas n.c.p.
I,602.2,,602.2,2,Servicio de transporte automotor de pasajeros.
I,602.21,,602.21,3,Servicio de transporte automotor urbano regular de pasajeros.
I,602.22,,602.22,3,Servicio de transporte automotor  de pasajeros mediante taxis y remises; alquiler de autos con chofer.
I,602.23,,602.23,3,Servicio de transporte escolar.
I,602.24,,602.24,3,"Servicio de transporte automotor urbano de oferta libre de pasajeros excepto mediante taxis y remises, alquiler de autos con chofer y  transporte escolar."
I,602.25,,602.25,3,Servicio de transporte automotor interurbano de pasajeros.
I,602.26,,602.26,2,Servicio de transporte automotor de pasajeros para el turismo.
I,602.27,,602.27,3,Servicio de transporte automotor internacional de pasajeros.
I,602.29,,602.29,5,Servicio de transporte automotor de pasajeros n.c.p.
I,603,,603,3,Servicio de transporte por tuberías.
I,603.1,,603.1,4,Servicio de transporte por oleoductos; poliductos y fueloductos.
I,603.11,,603.11,5,Servicio de transporte por oleoductos.
I,603.12,,603.12,5,Servicio de transporte por poliductos y fueloductos.
I,603.2,,603.2,4,Servicio de transporte por gasoductos.
I,603.20,,603.20,5,Servicio de transporte por gasoductos.
I,61,,61,2,Servicio de Transporte por Vía Acuática
I,611,,611,3,Servicio de transporte marítimo.
I,611.1,,611.1,4,Servicio de transporte marítimo de carga.
I,611.10,,611.10,5,Servicio de transporte marítimo de carga.
I,611.2,,611.2,4,Servicio de transporte marítimo de pasajeros.
I,611.20,,611.20,5,Servicio de transporte marítimo de pasajeros.
I,612,,612,3,Servicio de transporte fluvial.
I,612.1,,612.1,4,Servicio de transporte fluvial de cargas.
I,612.10,,612.10,5,Servicio de transporte fluvial de cargas.
I,612.2,,612.2,4,Servicio de transporte fluvial de pasajeros.
I,612.20,,612.20,5,Servicio de transporte fluvial de pasajeros.
I,62,,62,2,Servicio de Transporte Aéreo
I,62.1,,62.1,3,Servicio de transporte aéreo de cargas.
I,62.10,,62.10,4,Servicio de transporte aéreo de cargas.
I,62100,,62100,5,Servicio de transporte aéreo de cargas.
I,62.2,,62.2,3,Servicio de transporte aéreo de pasajeros.
I,62.20,,62.20,4,Servicio de transporte aéreo de pasajeros.
I,62200,,62200,5,Servicio de transporte aéreo de pasajeros.
I,63,,63,2,Servicios Anexos al Transporte; Servicios de Agencias de Viaje
I,63.1,,63.1,3,Servicios de manipulación de carga.
I,63.10,,63.10,4,Servicios de manipulación de carga.
I,63101,,63101,5,Servicios de manipulación de carga en el ámbito terrestre.
I,63102,,63102,5,Servicios de manipulación de carga en el ámbito portuario.
I,63103,,63103,5,Servicios de manipulación de carga en el ámbito aéreo.
I,63.2,,63.2,3,Servicios de almacenamiento y depósito.
I,63.20,,63.20,4,Servicios de almacenamiento y depósito.
I,63201,,63201,5,Servicios de almacenamiento y depósito en silos.
I,63202,,63202,5,Servicios de almacenamiento y depósito en cámaras frigoríficas.
I,63209,,63209,5,Servicios de almacenamiento y depósito n.c.p.
I,63.3,,63.3,3,Servicios complementarios para el transporte.
I,63.31,,63.31,4,Servicios complementarios para el transporte terrestre
I,63311,,63311,5,Servicios explotación de infraestructura; peajes y otros derechos.
I,63312,,63312,5,Servicios prestados por playas de estacionamiento y garajes.
I,63313,,63313,5,"Mantenimiento y reparación de vehículos automotores, excepto motocicletas y automotores de uso particular."
I,63318,,63318,5,Servicios de bonetería (para unidades auxiliares).
I,63319,,63319,5,Servicios complementarios para el transporte terrestre n.c.p.
I,63.32,,63.32,4,Servicios complementarios para el transporte por agua.
I,63321,,63321,5,Servicios de explotación de infraestructura; derechos de puerto.
I,63322,,63322,5,Servicios de guarderías náuticas.
I,63323,,63323,5,Servicios para la navegación.
I,63324,,63324,5,Mantenimiento y reparación de lanchas y embarcaciones deportivas.
I,63329,,63329,5,Servicios complementarios para el transporte por agua n.c.p.
I,63.33,,63.33,4,Servicios complementarios para el transporte aéreo.
I,63331,,63331,5,"Servicios de hangares, estacionamiento y remolque de aeronaves."
I,63332,,63332,5,Servicios para la aeronavegación.
I,63339,,63339,5,Servicios complementarios para el transporte aéreo n.c.p.
I,63.4,,63.4,3,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico
I,63.41,,63.41,4,Servicios mayoristas de agencias de viajes.
I,63410,,63410,5,Servicios mayoristas de agencias de viajes.
I,63.42,,63.42,4,Servicios minoristas de agencias de viajes.
I,63420,,63420,5,Servicios minoristas de agencias de viajes.
I,63.43,,63.43,4,Servicios complementarios de apoyo turístico.
I,63430,,63430,5,Servicios complementarios de apoyo turístico.
I,63.5,,63.5,3,Servicios de gestión y logística para el transporte de mercaderías.
I,63.50,,63.50,4,Servicios de gestión y logística para el transporte de mercaderías.
I,63501,,63501,5,Servicios de gestión aduanera para el transporte de mercaderías.
I,63502,,63502,5,Servicios de agencias marítimas para el transporte de mercaderías.
I,63509,,63509,5,Servicios de gestión y logística para el transporte de mercaderías n.c.p.
I,64,,64,2,Servicios de correos y telecomunicaciones.
I,641,,641,3,Servicios de correos.
I,641.0,,641.0,4,Servicios de correos.
I,641.01,,641.01,5,Servicio de correo postal.
I,641.09,,641.09,5,Otros servicios de correo n.c.p.
I,642,,642,3,Servicios de transmisión de radio y televisión.
I,642.1,,642.1,4,Servicios de transmisión de radio.
I,642.10,,642.10,5,Servicios de transmisión de radio.
I,642.2,,642.2,4,Servicios de transmisión de televisión.
I,642.21,,642.21,5,Servicios de transmisión de televisión abierta.
I,642.29,,642.29,5,Servicios de transmisión de televisión n.c.p.
I,643,,643,3,Servicios de telecomunicaciones.
I,6431,,6431,4,Servicios de telefonía fija.
I,64311,,64311,5,Servicios de locutorios.
I,64319,,64319,5,"Servicios de telefonía fija, excepto locutorios."
I,6432,,6432,4,Servicios de telefonía móvil.
I,64320,,64320,5,Servicios de telefonía móvil.
I,6433,,6433,4,"Servicios de telecomunicaciones vía satélite, excepto servicios de transmisión de televisión."
I,64330,,64330,5,"Servicios de telecomunicaciones vía satélite, excepto servicios de transmisión de televisión."
I,6439,,6439,4,Servicios de telecomunicaciones n.c.p.
I,64390,,64390,5,Servicios de telecomunicaciones n.c.p.
I,644,,644,3,Servicios de internet.
I,6440,,6440,4,Servicios de internet.
I,64401,,64401,5,Servicios de proveedores de internet.
I,64409,,64409,5,Servicios de internet n.c.p.
J,J,J,J,Letra,INTERMEDIACIÓN FINANCIERA Y OTROS SERVICIOS FINANCIEROS
J,65,65,65,2,Intermediación monetaria y otros servicios financieros excepto los de seguro y de administración de fondos de jubilaciones y pensiones
J,651,651,651,3,Intermediación monetaria y financiera de la banca central
J,652,652,652,3,Intermediación monetaria y financiera de las entidades financieras bancarias y no bancarias
J,6521,6521,6521,4,Servicios de las entidades financieras bancarias
J,659,659,659,3,Servicios financieros excepto los de la banca central y las entidades financieras
J,66,66,66,2,Servicios de seguros y de administración de fondos de jubilaciones y pensiones
J,661,661,661,3,Servicios de seguros
J,6611,6611,6611,4,Servicios de seguros personales
J,66111,66111,66111,5,Servicios de seguro de salud
J,66112,66112,66112,5,Servicios de seguro de vida y patrimoniales
J,662,662,662,3,Administración de fondos de jubilaciones y pensiones (AFJP)
J,6620,6620,6620,4,Administración de fondos de jubilaciones y pensiones (AFJP)
J,66200,66200,66200,5,Administración de fondos de jubilaciones y pensiones (AFJP)
J,67,67,67,2,Servicios Auxiliares a la Actividad Financiera
J,672,672,672,3,Servicios auxiliares a los servicios de seguros y de administración de fondos de jubilaciones y pensiones.
K,K,K,K ,Letra,"SERVICIOS INMOBILIARIOS, EMPRESARIALES Y DE ALQUILER"
K,70,70,70,2,Actividades inmobiliarias
K,701,701,701,3,Actividades inmobiliarias realizadas con bienes propios o arrendados
K,7010,7010,7010,4,Actividades inmobiliarias realizadas con bienes propios o arrendados
K,70101,70101,70101,5,"Servicios de alquiler y explotación de inmuebles para fiestas, convenciones y otros eventos similares"
K,70102,70102,70102,5,Servicio de alquiler de consultorios médicos
K,70109,70109,70109,5,"Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados n.c.p."
K,,Prop. Viv.,701091,6,Propiedad de la vivienda
K,,Alq. Sect. Prod.,701092,6,Alquileres de los sectores productores
K,702,702,702,3,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata
K,70201,70201,70201,5,Servicio de administracion de consorcio de edificios
K,70209,70209,70209,5,Servicios inmobiliarios realizados a cambio de una retribución o por contrata n.c.p 
K,71,71,71,2,Alquiler de maquinaria y equipos sin operarios y de efectos personales y enseres domésticos
K,711,711,711,3,Alquiler de equipo de transporte
K,712,712,712,3,Alquiler de otros tipos de maquinaria y equipo
K,713,713,713,3,Alquiler de efectos personales y enseres domésticos n.c.p.
K,72,72,72,2,Informática y actividades conexas
K,73,73,73,2,Investigación y desarrollo
K,,Sector Privado,A73,3,Investigación y desarrollo en el sector privado
K,,Sector Público,B73,3,Investigación y desarrollo en el sector público
K,74,74,74,2,Otras actividades empresariales
K,741,741,741,3,"Actividades jurídicas y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercado y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión"
K,7411,7411,7411,4,Actividades jurídicas
K,7412,7412,7412,4,"Actividades de contabilidad y teneduría de libros, auditoría y asesoría fiscal"
K,7413,7413,"7413,4,5,9",4,Investigación de mercado y realización de encuestas de opinión pública.    Actividades de asesoramiento empresarial y en materia de gestión.    Servicios de gerenciamiento de empresas e instituciones de salud; servicios de auditoria y medicina legal; servicio de asesoramiento farmacéutico.    Asesoramineto empresarial n.c.p.
K,742,742,742,3,Actividades de arquitectura e ingeniería y actividades conexas de asesoramiento técnico
K,743,743,743,3,Publicidad
K,749,749,749,3,Actividades empresariales n.c.p.
K,7491,7491,7491,4,Obtención y dotación de personal
K,7492,7492,7492,4,Actividades de investigación y seguridad
K,7493,7493,7493,4,Actividades de limpieza de edificios
K,7494,7494,7494,4,Actividades de fotografía
K,7495,7495,7495,4,Actividades de envase y empaque
K,7496,7496,7496,4,"Servicios de impresión heliográfica, fotocopia y otras formas de reproducciones."
K,7499,7499,7499,4,Otras actividades empresariales n.c.p.
L,L,L,L,Letra,"ADMINISTRACIÓN PÚBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA"
L,75,75,75,2,"Administración pública, defensa y seguridad social obligatoria"
L,751,751,751,3,Servicios de la Administración Pública
L,7511,7511,7511,4,Servicios Generales de la Administración Pública
L,7512,7512,7512,4,"Servicios para la regulación de las actividades sanitarias, educativas, culturales, y restantes servicios sociales, excepto seguridad social obligatoria"
L,7513,7513,7513,4,Servicios para la regulación de la actividad económica
L,7519,7519,7519,4,Servicios Auxiliares para los servicios generales de la Administración Pública n.c.p
L,752,752,752,3,Prestacion Pública de servicios a la comunidad en general
L,7521,7521,7521,4,Servicios de Asuntos Exteriores
L,7522,7522,7522,4,Servicios de Defensa
L,7523,7523,7523,4,Servicios de Justicia
L,7524,7524,7524,4,Servicios para el orden público y la seguridad
L,7525,7525,7525,4,Servicios de Protección Civil
L,753,735,735,3,Servicios de la seguridad social obligatoria
L,7530,7530,7530,4,Servicios de la seguridad social obligatoria 
M,M,,M,Letra,ENSEÑANZA
M,80,,80,2,Enseñanza Pública
M,801,,801,3,Enseñanza inicial y primaria.
M,8010,,8010,4,Enseñanza inicial y primaria.
M,8010.1,,8010.1,5,Guarderías y jardines maternales.
M,8010.2,,8010.2,5,"Enseñanza inicial, jardín de infantes y primaria."
M,802,,802,3,Enseñanza secundaria.
M,8021,,8021,4,Enseñanza secundaria de formación general.
M,8021.0,,8021.0,5,Enseñanza secundaria de formación general.
M,8022,,8022,4,Enseñanza secundaria de formación técnica y profesional.
M,8022.0,,8022.0,5,Enseñanza secundaria de formación técnica y profesional.
M,803,,803,3,Enseñanza superior y formación de postgrado.
M,803.1,,803.1,4,Enseñanza  terciaria.
M,803.10,,803.10,5,Enseñanza  terciaria.
M,803.2,,803.2,4,Enseñanza universitaria excepto formación de postgrados.
M,803.20,,803.20,5,Enseñanza universitaria excepto formación de postgrados.
M,8033,,8033,4,Formación de postgrado.
M,8033.0,,8033.0,5,Formación de postgrado.
M,809,,809,3,Enseñanza para adultos y servicios de enseñanza n.c.p.
M,8090,,8090,4,Enseñanza para adultos y servicios de enseñanza n.c.p.
M,8090.1,,8090.1,5,"Enseñanza de gimnasia, deportes y actividades físicas."
M,8090.2,,8090.2,5,Enseñanza de idiomas.
M,8090.3,,8090.3,5,Enseñanza de cursos relacionados con informática.
M,8090.4,,8090.4,5,"Enseñanza para adultos, excepto discapacitados."
M,8090.5,,8090.5,5,Enseñanza especial y para discapacitados.
M,8090.9,,8090.9,5,Servicios de enseñanza n.c.p.
M,81,,81,2,Servicios para la educación.
M,810,,810,3,Servicios para la educación.
M,8100,,8100,4,Servicios para la educación.
M,81000,,81000,5,Servicios para la educación.
M,80,,80,2,Enseñanza PRIVADA
M,801,,801,3,Enseñanza inicial y primaria.
M,8010,,8010,4,Enseñanza inicial y primaria.
M,8010.1,,8010.1,5,Guarderías y jardines maternales.
M,8010.2,,8010.2,5,"Enseñanza inicial, jardín de infantes y primaria."
M,802,,802,3,Enseñanza secundaria.
M,8021,,8021,4,Enseñanza secundaria de formación general.
M,8021.0,,8021.0,5,Enseñanza secundaria de formación general.
M,8022,,8022,4,Enseñanza secundaria de formación técnica y profesional.
M,8022.0,,8022.0,5,Enseñanza secundaria de formación técnica y profesional.
M,803,,803,3,Enseñanza superior y formación de postgrado.
M,803.1,,803.1,4,Enseñanza  terciaria.
M,803.10,,803.10,5,Enseñanza  terciaria.
M,803.2,,803.2,4,Enseñanza universitaria excepto formación de postgrados.
M,803.20,,803.20,5,Enseñanza universitaria excepto formación de postgrados.
M,8033,,8033,4,Formación de postgrado.
M,8033.0,,8033.0,5,Formación de postgrado.
M,809,,809,3,Enseñanza para adultos y servicios de enseñanza n.c.p.
M,8090,,8090,4,Enseñanza para adultos y servicios de enseñanza n.c.p.
M,8090.1,,8090.1,5,"Enseñanza de gimnasia, deportes y actividades físicas."
M,8090.2,,8090.2,5,Enseñanza de idiomas.
M,8090.3,,8090.3,5,Enseñanza de cursos relacionados con informática.
M,8090.4,,8090.4,5,"Enseñanza para adultos, excepto discapacitados."
M,8090.5,,8090.5,5,Enseñanza especial y para discapacitados.
M,8090.9,,8090.9,5,Servicios de enseñanza n.c.p.
M,81,,81,2,Servicios para la educación.
M,810,,810,3,Servicios para la educación.
M,8100,,8100,4,Servicios para la educación.
M,81000,,81000,5,Servicios para la educación.
N,N,N,N,Letra,SERVICIOS SOCIALES Y DE SALUD
N,85,85,85,2,Servicios sociales y de salud
N,,A85,A85,2,Sector Público
N,,A851,A851,3,Servicios relacionados con la salud humana
N,,A8511,A8511,4,Servicios de internación
N,,A8512,A8512,4,Servicios de atención médica
N,,A8513,A8513,4,Servicios odontológicos
N,,A8514,A8514,4,Servicios de diagnóstico
N,,A8515,A8515,4,Servicios de tratamiento
N,,A8516,A8516,4,Servicios de emergencias y traslados
N,,A8519,A8519,4,Servicios relacionados con la salud humana n.c.p
N,,A852,A852,3,Servicios veterinarios
N,,A8520,A8520,4,Servicios veterinarios
N,,A853,A853,3,Servicios sociales
N,,A8531,A8531,4,Servicios sociales con alojamiento
N,,A8532,A8532,4,Servicios sociales sin alojamiento
N,,B85,B85,2,Sector Privado
N,,B8511,B8511,4,Servicios de internación
N,,B8512,B8512,4,Servicios de atención médica
N,,B8519,B8519,4,Servicios relacionados con la salud humana n.c.p
N,,B8520,B8520,4,Servicios veterinarios
N,,B8531,B8531,4,Servicios sociales con alojamiento
N,,B8532,B8532,4,Servicios sociales sin alojamiento
O,O,,O,Letra,"SERVICIOS COMUNITARIOS, SOCIALES Y PERSONALES N.C.P."
O,90,,90,2,"Eliminación de Desperdicios y Aguas Residuales, Saneamiento y Servicios Similares"
O,900,,900,3,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares."
O,9000,,9000,4,"Eliminación de desperdicios y aguas residuales, saneamiento y servicios similares."
O,9000.1,,9000.1,5,"Recolección, reducción y eliminación de desperdicios."
O,9000.2,,9000.2,5,"Servicios de depuración de aguas residuales, alcantarillado y cloacas."
O,9000.9,,9000.9,5,Servicios de saneamiento publico n.c.p.
O,91,,91,2,Servicios de Asociaciones n.c.p.
O,911,,911,3,"Servicios de organizaciones empresariales, profesionales y de empleadores."
O,9111,,9111,4,Servicios de organizaciones empresariales y de empleadores.
O,9111.1,,9111.1,5,Servicios de organizaciones empresariales y de empleadores relacionados con la salud.
O,9111.2,,9111.2,5,"Servicios de organizaciones empresariales y de empleadores relacionados con la producción manufacturera, el comercio y los servicios públicos."
O,9111.3,,9111.3,5,"Servicios de organizaciones empresariales y de empleadores relacionados con la industria de la construcción, la ingeniería y la arquitectura."
O,9111.4,,9111.4,5,Servicios de organizaciones empresariales y de empleadores relacionados con el turismo.
O,9111.5,,9111.5,5,Servicios de organizaciones empresariales y de empleadores relacionados con el transporte; carga y descarga; almacenamiento.
O,9111.6,,9111.6,5,Servicios de organizaciones empresariales y de empleadores relacionados con los sectores de producción primaria.
O,9111.7,,9111.7,5,Servicios de organizaciones empresariales y de empleadores relacionados con la educación y la cultura.
O,9111.9,,9111.9,5,Servicios de organizaciones empresariales y de empleadores n.c.p.
O,9112,,9112,4,Servicios de organizaciones profesionales.
O,9112.1,,9112.1,5,Servicios de organizaciones profesionales relacionadas con la salud.
O,9112.2,,9112.2,5,Servicios de organizaciones profesionales relacionadas con la educación y la cultura.
O,9112.3,,9112.3,5,Servicios de organizaciones profesionales relacionadas con actividades deportivas.
O,9112.4,,9112.4,5,"Servicios de organizaciones profesionales relacionadas con actividades legales, jurídicas y de justicia."
O,9112.5,,9112.5,5,Servicios de organizaciones profesionales relacionadas con la seguridad y la defensa.
O,9112.6,,9112.6,5,Servicios de organizaciones profesionales relacionadas con el turismo.
O,9112.7,,9112.7,5,"Servicios de organizaciones profesionales relacionadas con la industria de la construcción, la ingeniería y la arquitectura."
O,9112.9,,9112.9,5,Servicios de organizaciones profesionales n.c.p
O,912,,912,3,Servicios de sindicatos.
O,9120,,9120,4,Servicios de sindicatos.
O,9120.1,,9120.1,5,Servicios de sindicatos relacionados con el personal de la salud.
O,9120.2,,9120.2,5,Servicios de sindicatos relacionados con el personal de la educación y la cultura.
O,9120.3,,9120.3,5,"Servicios de sindicatos relacionados con el personal de la construcción, la ingeniería y la arquitectura"
O,9120.4,,9120.4,5,"Servicios de sindicatos relacionados con el personal de la producción manufacturera, el comercio y los servicios públicos."
O,9120.5,,9120.5,5,Servicios de sindicatos relacionados con el personal de los sectores de producción primaria.
O,9120.6,,9120.6,5,"Servicios de sindicatos relacionados con el personal de transporte, carga y descarga, almacenamiento."
O,9120.7,,9120.7,5,"Servicios de sindicatos relacionados con el personal del Estado nacional, provincial y local."
O,9120.8,,9120.8,5,Servicios de sindicatos relacionados con el personal de turismo.
O,9120.9,,9120.9,5,Servicios de sindicatos n.c.p.
O,919,,919,3,Servicios de asociaciones n.c.p.
O,9191,,9191,4,Servicios de organizaciones religiosas.
O,9191.0,,9191.0,5,Servicios de organizaciones religiosas
O,9192,,9192,4,Servicios de organizaciones políticas.
O,9192.0,,9192.0,5,Servicios de organizaciones políticas.
O,9199,,9199,4,Servicios de asociaciones n.c.p.
O,9199.1,,9199.1,5,Servicios de consorcios de edificios.
O,9199.2,,9199.2,5,Servicios de mutuales.
O,9199.3,,9199.3,5,Servicios de asociaciones relacionadas con la educación.
O,9199.4,,9199.4,5,"Servicios de asociaciones relacionadas con la salud, excepto mutuales."
O,9199.5,,9199.5,5,Servicios de asociaciones deportivas y otras actividades físicas.
O,9199.6,,9199.6,5,Servicios de asociaciones de jubilados y pensionados
O,9199.9,,9199.9,5,Servicios de asociaciones n.c.p.
O,92,,92,2,Servicios de Esparcimiento y Servicios Culturales y Deportivos
O,921,,921,3,"Servicios de cinematografía, radio y televisión y servicios de espectáculos artísticos y de diversión n.c.p."
O,9211,,9211,4,Producción y distribución de filmes y videocintas.
O,9211.1,,9211.1,5,Producción de filmes y videocintas.
O,9211.2,,9211.2,5,distribución de filmes y videocintas.
O,9212,,9212,4,Exhibición de filmes y videocintas.
O,9212.0,,9212.0,5,Exhibición de filmes y videocintas.
O,9213,,9213,4,Servicios de radio y televisión.
O,9213.0,,9213.0,5,Servicios de radio y televisión.
O,9214,,9214,4,Servicios teatrales y musicales y servicios artísticos n.c.p.
O,9214.1,,9214.1,5,Producción de espectáculos teatrales y musicales.
O,9214.2,,9214.2,5,"Composición y representación de obras teatrales, musicales y artísticas."
O,9214.3,,9214.3,5,Servicios conexos a la producción de espectáculos teatrales y musicales.
O,9219,,9219,4,Servicios de espectáculos artísticos y de diversión  n.c.p.
O,9219.1,,9219.1,5,"Servicios de salones de baile, discotecas y similares."
O,9219.9,,9219.9,5,Servicios de espectáculos artísticos y de diversión  n.c.p.
O,922,,922,3,Servicios de agencias de noticias.
O,9220,,9220,4,Servicios de agencias de noticias.
O,9220.0,,9220.0,5,Servicios de agencias de noticias y servicios de información.
O,923,,923,3,"Servicios de bibliotecas, archivos y museos y servicios culturales n.c.p."
O,9231,,9231,4,Servicios de bibliotecas y archivos.
O,9231.0,,9231.0,5,Servicios de bibliotecas y archivos.
O,9232,,9232,4,Servicios de museos y preservación de lugares y edificios históricos.
O,9232.0,,9232.0,5,Servicios de museos y preservación de lugares y edificios históricos.
O,9233,,9233,4,"Servicios de jardines botánicos, zoológicos y de parques nacionales."
O,9233.0,,9233.0,5,"Servicios de jardines botánicos, zoológicos y de parques nacionales."
O,9239,,9239,4,Servicios culturales y sociales n.c.p.
O,9239.0,,9239.0,5,Servicios culturales n.c.p.
O,924,,924,3,Servicios para la practica deportiva y de entretenimiento n.c.p.
O,9241,,9241,4,Servicios para practicas deportivas.
O,9241.1,,9241.1,5,"Servicios de organización, dirección y gestión de practicas deportivas y explotación de las instalaciones."
O,9241.2,,9241.2,5,Promoción y producción de espectáculos deportivos.
O,9241.3,,9241.3,5,"Servicios prestados por profesionales y técnicos, para la realización de practicas deportivas."
O,9249,,9249,4,Servicios de esparcimiento n.c.p.
O,9249.1,,9249.1,5,Servicios de esparcimiento relacionadas con juegos de azar y apuestas.
O,9249.2,,9249.2,5,Servicios de salones de juegos.
O,9249.9,,9249.9,5,Servicios de entretenimiento n.c.p.
O,93,,93,2,Servicios n.c.p.
O,930,,930,3,Servicios n.c.p.
O,9301,,9301,4,"Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco."
O,9301.0,,9301.0,5,"Lavado y limpieza de artículos de tela, cuero y/o de piel, incluso la limpieza en seco."
O,9302,,9302,4,Servicios de peluquería y tratamientos de belleza.
O,9302.0,,9302.0,5,Servicios de peluquería y tratamientos de belleza.
O,9303,,9303,4,Pompas fúnebres y servicios conexos.
O,9303.0,,9303.0,5,Pompas fúnebres y servicios conexos.
O,9309,,9309,4,Servicios n.c.p.
O,9309.1,,9309.1,5,Servicios para el mantenimiento físico-corporal.
O,9309.9,,9309.9,5,Servicios n.c.p.
P,P,P,P,Letra,SERVICIOS DE HOGARES PRIVADOS QUE CONTRATAN SERVICIO DOMÉSTICO
P,95,95,95,2,Servicios de hogares privados que contratan servicio doméstico
